i,ts_ms,close,action,conviction,urgency,edge_bps,rationale,regime,dominant_tf,agreement,conflict
23787,1703064720000,44272.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23788,1703064780000,44258.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23789,1703064840000,44249.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23790,1703064900000,44292.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23791,1703064960000,44261.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23792,1703065020000,44249.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23793,1703065080000,44218.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23794,1703065140000,44224.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23795,1703065200000,44219.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23796,1703065260000,44215.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23797,1703065320000,44223.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23798,1703065380000,44188.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23799,1703065440000,44196.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23800,1703065500000,44181.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23801,1703065560000,44195.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23802,1703065620000,44109.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23803,1703065740000,44091.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23804,1703065800000,44121.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23805,1703065860000,44110.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23806,1703065920000,44148.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23807,1703065980000,44147.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23808,1703066040000,44133.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23809,1703066100000,44120.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23810,1703066160000,44117.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23811,1703066220000,44118.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23812,1703066280000,44135.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23813,1703066340000,44136.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23814,1703066400000,44140.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23815,1703066460000,44130.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23816,1703066520000,44116.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23817,1703066640000,44109.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23818,1703066700000,44133.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23819,1703066760000,44129.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23820,1703066820000,44107.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23821,1703066880000,44108.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23822,1703066940000,44105.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23823,1703067000000,44135.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23824,1703067060000,44153.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23825,1703067120000,44189.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23826,1703067180000,44229.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23827,1703067240000,44236.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23828,1703067300000,44236.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23829,1703067360000,44160.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23830,1703067420000,44118.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23831,1703067480000,44090.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23832,1703067540000,44081.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23833,1703067600000,44135.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23834,1703067660000,44147.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23835,1703067720000,44146.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23836,1703067780000,44157.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23837,1703067840000,44138.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23838,1703067900000,44142.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23839,1703067960000,44157.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23840,1703068020000,44147.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23841,1703068080000,44124.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23842,1703068140000,44122.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23843,1703068200000,44121.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23844,1703068260000,44131.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23845,1703068320000,44141.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23846,1703068380000,44160.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23847,1703068500000,44133.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23848,1703068560000,44134.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23849,1703068620000,44157.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23850,1703068680000,44165.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23851,1703068740000,44176.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23852,1703068800000,44176.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23853,1703068860000,44188.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23854,1703068920000,44203.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23855,1703068980000,44189.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23856,1703069040000,44211.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23857,1703069100000,44217.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23858,1703069160000,44174.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23859,1703069220000,44198.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23860,1703069280000,44195.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23861,1703069340000,44198.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23862,1703069460000,44199.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23863,1703069520000,44199.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23864,1703069580000,44148.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23865,1703069640000,44139.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23866,1703069700000,44147.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23867,1703069760000,44188.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23868,1703069820000,44192.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23869,1703069880000,44209.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23870,1703069940000,44232.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23871,1703070000000,44219.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23872,1703070060000,44207.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23873,1703070240000,44209.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23874,1703070300000,44209.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23875,1703070360000,44275.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23876,1703070420000,44307.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23877,1703070480000,44301.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23878,1703070540000,44279.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23879,1703070600000,44258.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23880,1703070660000,44216.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23881,1703070720000,44193.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23882,1703070780000,44193.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23883,1703070840000,44198.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23884,1703070900000,44218.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23885,1703070960000,44219.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23886,1703071020000,44261.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23887,1703071080000,44253.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23888,1703071200000,44237.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23889,1703071260000,44236.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23890,1703071320000,44237.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23891,1703071380000,44230.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23892,1703071440000,44230.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23893,1703071500000,44214.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23894,1703071560000,44229.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23895,1703071620000,44211.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23896,1703071680000,44188.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23897,1703071740000,44175.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23898,1703071800000,44184.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23899,1703071860000,44175.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23900,1703071920000,44192.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23901,1703071980000,44175.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23902,1703072040000,44176.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23903,1703072100000,44133.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23904,1703072160000,44134.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23905,1703072220000,44147.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23906,1703072280000,44175.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23907,1703072400000,44188.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23908,1703072460000,44211.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23909,1703072520000,44201.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23910,1703072580000,44206.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23911,1703072700000,44232.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23912,1703072760000,44232.9,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
23913,1703072820000,44232.9,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
23914,1703072880000,44269.7,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
23915,1703072940000,44394.7,HOLD,0.0,0.0,0.0,dd_breach,range,,1.0,0.0
23916,1703073000000,44319.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23917,1703073060000,44333.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23918,1703073120000,44313.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23919,1703073180000,44326.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23920,1703073240000,44336.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23921,1703073300000,44306.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23922,1703073360000,44249.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23923,1703073420000,44260.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23924,1703073540000,44239.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23925,1703073600000,44254.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23926,1703073660000,44212.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23927,1703073720000,44228.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23928,1703073780000,44224.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23929,1703073900000,44262.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23930,1703073960000,44236.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23931,1703074020000,44178.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23932,1703074080000,44178.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23933,1703074140000,44168.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23934,1703074200000,44163.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23935,1703074260000,44153.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23936,1703074320000,44170.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23937,1703074380000,44147.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23938,1703074440000,44145.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23939,1703074500000,44162.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23940,1703074560000,44206.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23941,1703074620000,44206.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23942,1703074680000,44218.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23943,1703074740000,44214.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23944,1703074800000,44241.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23945,1703074860000,44259.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23946,1703074920000,44279.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23947,1703074980000,44280.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23948,1703075040000,44275.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23949,1703075100000,44262.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23950,1703075160000,44270.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23951,1703075220000,44313.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23952,1703075280000,44313.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23953,1703075400000,44313.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23954,1703075460000,44288.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23955,1703075520000,44298.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23956,1703075580000,44298.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23957,1703075640000,44313.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23958,1703075700000,44313.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23959,1703075760000,44335.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23960,1703075820000,44363.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23961,1703075880000,44352.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23962,1703075940000,44352.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23963,1703076000000,44324.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23964,1703076060000,44317.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23965,1703076120000,44315.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23966,1703076240000,44323.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23967,1703076300000,44366.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23968,1703076360000,44291.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23969,1703076420000,44288.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23970,1703076480000,44302.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23971,1703076540000,44281.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23972,1703076600000,44276.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23973,1703076660000,44289.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23974,1703076720000,44341.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23975,1703076780000,44337.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23976,1703076840000,44354.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23977,1703076900000,44360.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23978,1703076960000,44366.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23979,1703077080000,44396.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23980,1703077140000,44377.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23981,1703077200000,44395.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23982,1703077260000,44500.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23983,1703077320000,44500.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23984,1703077380000,44441.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23985,1703077440000,44488.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23986,1703077500000,44505.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23987,1703077560000,44510.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23988,1703077620000,44510.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23989,1703077680000,44563.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23990,1703077740000,44578.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23991,1703077800000,44532.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23992,1703077860000,44594.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23993,1703077920000,44558.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23994,1703077980000,44559.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23995,1703078040000,44571.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23996,1703078100000,44546.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
23997,1703078160000,44544.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23998,1703078220000,44584.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
23999,1703078280000,44647.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
24000,1703078340000,44620.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
24001,1703078400000,44633.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
24002,1703078460000,44602.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
24003,1703078520000,44610.2,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24004,1703078580000,44659.2,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24005,1703078640000,44707.2,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24006,1703078700000,44705.3,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24007,1703078760000,44778.9,HOLD,0.0,0.0,0.0,dd_breach,range,,1.0,0.0
24008,1703078820000,44792.4,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24009,1703078880000,44800.0,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24010,1703078940000,44817.5,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24011,1703079000000,44787.2,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24012,1703079060000,44716.6,HOLD,0.0,0.0,0.0,dd_breach,trend,,1.0,0.0
24013,1703079120000,44733.1,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24014,1703079180000,44697.6,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24015,1703079240000,44723.0,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24016,1703079300000,44727.3,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24017,1703079360000,44715.5,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24018,1703079420000,44688.4,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24019,1703079480000,44777.5,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24020,1703079540000,44761.6,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24021,1703079600000,44762.0,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24022,1703079660000,44780.8,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24023,1703079720000,44783.1,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24024,1703079780000,44826.6,HOLD,0.0,0.0,0.0,dd_breach,range,,1.0,0.0
24025,1703079840000,44826.5,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
24026,1703079900000,44953.6,HOLD,0.0,0.0,0.0,dd_breach,range,,1.0,0.0
24027,1703079960000,45092.1,HOLD,0.0,0.0,0.0,dd_breach,range,,1.0,0.0
24028,1703080020000,45043.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
24029,1703080080000,45103.1,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24030,1703080140000,45090.7,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24031,1703080200000,45008.8,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24032,1703080260000,45017.8,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24033,1703080320000,45074.0,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24034,1703080380000,45046.1,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24035,1703080440000,45065.3,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24036,1703080500000,45132.7,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24037,1703080560000,45094.4,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24038,1703080620000,45145.6,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24039,1703080680000,45209.5,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24040,1703080740000,45227.2,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24041,1703080800000,45209.6,HOLD,0.0,0.0,0.0,dd_breach,toxic,,0.0,0.0
24042,1703080860000,45276.2,HOLD,0.0,0.0,0.0,dd_breach,trend,,1.0,0.0
24043,1703080920000,45286.4,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24044,1703080980000,45337.6,HOLD,0.0,0.0,0.0,dd_breach,trend,,1.0,0.0
24045,1703081040000,45351.2,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24046,1703081100000,45252.9,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24047,1703081160000,45185.0,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24048,1703081220000,45107.3,HOLD,0.0,0.0,0.0,dd_breach,trend,,1.0,0.0
24049,1703081280000,45063.2,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24050,1703081340000,45120.0,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24051,1703081400000,45132.8,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24052,1703081460000,45118.0,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24053,1703081520000,45113.7,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24054,1703081580000,45118.9,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24055,1703081640000,45064.8,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24056,1703081700000,45100.0,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
24057,1703081760000,45035.2,HOLD,0.0,0.0,0.0,dd_breach,trend,,0.0,0.0
